,name,car_ids,market_ids,cy,dr,at,ps,air,drv,prices,wght,dom,disp,hp,lngth,wdth,wb,mpg,sales,firm_ids,eu,re,sales*,dfi,ci,mpd,shares,clustering_ids,region,hpwt,space,trend,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9,supply_instruments10,supply_instruments11
223,MCMONT,450,1973,6,4,0,0,0,-9,6.353603603603604,3.633,1,2.5,0.92,2.16,0.78,1.18,1.6010000000000002,114.698,18,0,4,114698,0,0,1.8320721649484537,0.0016418500121673657,MCMONT73,US,0.253234241673548,1.6848,2,13.0,4.646995379038916,2.0,22.87629896907216,72.0,28.212323052906065,4.0,135.2174536082474,13.0,-13.615246875836357,2.0,5.277845494078504,5.972800672475297,72.0,-68.72968321182947,4.0,33.403288542695236,24.16360670952894,26,1.8320721649484537
224,MCCOUG,451,1973,8,2,0,0,0,-9,7.594594594594594,3.396,1,3.51,1.68,2.0,0.75,1.13,1.417,57.572,18,0,3,57572,0,0,1.6215154639175258,0.000824117150259809,MCCOUG72,US,0.49469964664310956,1.5,2,13.0,4.4055299740693545,2.0,23.086855670103088,72.0,28.212323052906065,4.0,135.2174536082474,13.0,-14.284882762980539,2.0,5.399931967384537,6.088982426764707,72.0,-68.72968321182947,4.0,33.403288542695236,24.16360670952894,26,1.6215154639175258
225,MCMONT,452,1973,8,4,1,1,0,-9,8.92117117117117,4.225,1,3.51,1.61,2.33,0.8,1.24,1.207,19.43,18,0,3,19430,0,0,1.3812061855670101,0.0002781316652113543,MCMONT73,US,0.38106508875739653,1.864,2,13.0,4.5191645319550675,2.0,23.327164948453603,72.0,28.212323052906065,4.0,135.2174536082474,13.0,-14.023902156201707,2.0,5.560335985977686,5.871722818609472,72.0,-68.72968321182947,4.0,33.403288542695236,24.16360670952894,26,1.3812061855670101
226,MCMARQ,453,1973,8,4,1,1,0,-9,10.468468468468469,4.477,1,4.29,1.71,2.23,0.8,1.24,1.3119999999999998,78.501,18,0,5,78501,0,0,1.5013608247422678,0.0011237063227357963,MCMARQ73,US,0.38195220013401826,1.784,2,13.0,4.518277420578446,2.0,23.207010309278346,72.0,28.212323052906065,4.0,135.2174536082474,13.0,-14.026227429270213,2.0,5.476921237571184,5.915589500715054,72.0,-68.72968321182947,4.0,33.403288542695236,24.16360670952894,26,1.5013608247422678
227,ODOMEG,455,1973,6,4,0,0,0,-9,5.948198198198198,3.18,1,2.5,1.0,1.98,0.73,1.11,1.6920000000000002,50.826,19,0,3,50826,0,0,1.9362061855670103,0.0007275512102950228,ODOMEG73,US,0.31446540880503143,1.4454,2,28.0,11.338150110118669,0.0,43.32432989690721,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-25.971191369173315,0.0,7.98856818232308,14.174564581082725,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.9362061855670103
228,ODCUTL,457,1973,8,4,0,0,0,-9,7.065315315315315,3.786,1,3.5,1.8,2.11,0.77,1.16,1.378,346.819,19,0,4,346819,0,0,1.5768865979381441,0.004964557179461487,ODCUTL73,US,0.4754358161648178,1.6247,2,28.0,11.177179702758883,0.0,43.68364948453607,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.384549178080388,0.0,8.193846270915646,14.057627497595902,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.5768865979381441
229,ODDELT,459,1973,8,4,1,1,0,-9,8.98873873873874,4.243,1,3.5,1.6,2.25,0.8,1.24,1.275,78.7,19,0,4,78700,0,0,1.459020618556701,0.0011265549177629224,ODDELT72,US,0.37709168041480084,1.8,2,28.0,11.2755238385089,0.0,43.80151546391752,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.15280562899095,0.0,8.271533264896723,13.95516401604735,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.459020618556701
230,OD98,461,1973,8,4,1,1,0,-9,10.945945945945946,4.522,1,4.55,2.25,2.31,0.8,1.27,1.216,115.043,19,0,4,115043,0,0,1.3915051546391752,0.0016467885311842426,OD9872,US,0.4975674480318443,1.848,2,28.0,11.155048070891857,0.0,43.86903092783505,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.43004840832595,0.0,8.318912659963138,13.92884670772998,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.3915051546391752
231,ODTRND,462,1973,8,2,1,1,0,-9,12.254504504504505,4.654,1,4.55,2.5,2.27,0.8,1.22,1.159,45.931,19,0,4,45931,0,0,1.3262783505154638,0.0006574814984468716,ODTRND73,US,0.5371723248818221,1.816,2,28.0,11.115443194041879,0.0,43.93425773195876,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.506636232959455,0.0,8.366921879149498,13.946314400770367,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.3262783505154638
232,PLVALA,465,1973,6,4,0,0,0,-9,5.511261261261261,2.865,1,1.98,0.95,1.96,0.71,1.08,1.7890000000000001,339.732,16,0,3,339732,0,0,2.0472061855670103,0.004863109978671324,PLVALA72,US,0.331588132635253,1.3916,2,12.0,4.855306400211081,1.0,19.598938144329892,73.0,27.925658140772196,5.0,138.2796804123711,12.0,-11.01006833487007,1.0,4.071587178696919,5.8646353277091245,73.0,-71.60444047041963,5.0,34.498518487564816,24.462964752397035,24,2.0472061855670103
233,PLBARC,467,1973,8,2,0,0,0,-9,6.61036036036036,3.14,1,3.18,1.5,1.93,0.76,1.08,1.489,17.746,16,0,3,17746,0,0,1.7039072164948454,0.0002540259665898453,PLBARC73,US,0.47770700636942676,1.4667999999999999,2,12.0,4.709187526476908,1.0,19.942237113402058,73.0,27.925658140772196,5.0,138.2796804123711,12.0,-11.375172287612326,1.0,4.25513922952163,5.81200633478974,73.0,-71.60444047041963,5.0,34.498518487564816,24.462964752397035,24,1.7039072164948454
234,PLSATL,469,1973,6,4,0,0,0,-9,6.36036036036036,3.45,1,2.25,1.05,2.14,0.79,1.17,1.484,154.787,16,0,3,154787,0,0,1.698185567010309,0.002215705921928456,PLSATL72,US,0.30434782608695654,1.6906,2,12.0,4.882546706759378,1.0,19.947958762886593,73.0,27.925658140772196,5.0,138.2796804123711,12.0,-10.924345912550487,1.0,4.258502838478313,5.670005996492084,73.0,-71.60444047041963,5.0,34.498518487564816,24.462964752397035,24,1.698185567010309
235,PLFURY,473,1973,8,4,0,0,0,-9,8.051801801801801,3.865,1,3.18,1.5,2.24,0.8,1.2,1.283,21.227,16,0,3,21227,0,0,1.4681752577319587,0.00030385490774273894,PLFURY71,US,0.3880983182406209,1.7920000000000003,2,12.0,4.798796214605714,1.0,20.177969072164945,73.0,27.925658140772196,5.0,138.2796804123711,12.0,-11.167433405493103,1.0,4.404042897590002,5.611757177452035,73.0,-71.60444047041963,5.0,34.498518487564816,24.462964752397035,24,1.4681752577319587
236,PTVNTU,475,1973,6,4,0,0,0,-9,5.587837837837838,3.124,1,2.5,1.0,1.98,0.73,1.11,1.725,75.719,19,0,1,75719,0,0,1.9739690721649485,0.0010838832505475316,PTVNTU72,US,0.3201024327784891,1.4454,2,28.0,11.33251308614521,0.0,43.28656701030926,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-25.988958333987963,0.0,7.969252393023789,14.174564581082725,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.9739690721649485
237,PTLEMA,477,1973,6,4,0,0,0,-9,6.572072072072072,3.605,1,2.5,1.0,2.12,0.78,1.16,1.488,207.871,19,0,3,207871,0,0,1.702762886597938,0.002975579381325241,PTLEMA72,US,0.27739251040221913,1.6536000000000002,2,28.0,11.375223008521482,0.0,43.55777319587627,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-25.845750795228486,0.0,8.117046507096212,14.039995951564048,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.702762886597938
238,PTFIRB,480,1973,6,2,0,0,0,-9,6.52027027027027,3.159,1,2.5,1.0,1.93,0.74,1.08,1.691,50.793,19,0,4,50793,0,0,1.935061855670103,0.0007270788302151476,PTFIRB72,US,0.31655587211142766,1.4282,2,28.0,11.336059646812274,0.0,43.32547422680411,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-25.977817044145453,0.0,7.9891593735906685,14.186535770816597,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.935061855670103
239,PTCATL,482,1973,8,4,1,1,0,-9,8.49099099099099,4.234,1,3.5,1.5,2.25,0.8,1.24,1.295,173.703,19,0,4,173703,0,0,1.4819072164948452,0.0024864799095320575,PTCATL72,US,0.35427491733585265,1.8,2,28.0,11.29834060158785,0.0,43.778628865979364,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.09039050136089,0.0,8.255968748355611,13.955164016047352,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.4819072164948452
240,PTBNNV,483,1973,8,4,1,1,0,-9,9.376126126126126,4.333,1,4.0,1.7,2.25,0.8,1.24,1.147,39.363,19,0,2,39363,0,0,1.3125463917525773,0.0005634635480038363,PTBNNV72,US,0.39233787214401106,1.8,2,28.0,11.26027764677969,0.0,43.947989690721634,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.192440674269797,0.0,8.37732960535988,13.955164016047352,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.3125463917525773
241,PTGRNP,485,1973,8,2,1,1,0,-9,10.322072072072073,4.025,1,4.0,2.3,2.17,0.79,1.16,1.193,144.666,19,0,2,144666,0,0,1.3651855670103092,0.0020708283828855265,PTGRNP73,US,0.5714285714285713,1.7143,2,28.0,11.08118694749513,0.0,43.8953505154639,57.0,21.459937154694828,6.0,114.6652886597938,28.0,-26.568456778029976,0.0,8.338008300391333,14.003945846918173,57.0,-56.59029788387855,6.0,30.63728302728121,16.115103563452337,56,1.3651855670103092
242,DTLB12,1557,1973,4,2,0,0,0,-9,4.943693693693693,1.587,0,0.715,0.68,1.51,0.6,0.9059999999999999,2.5140000000000002,57.241,2,0,5,641331,0,0,2.8768453608247424,0.0008193790349131823,DTLB1273,JP,0.428481411468179,0.9059999999999999,2,1.0,0.42712461470717744,0.0,2.4408556701030926,84.0,32.25694664744317,6.0,154.6081237113402,1.0,-0.85067947060813,0.0,0.7575294394892135,0.0802888312288029,84.0,-82.02018305687955,6.0,37.47235792113104,30.676481386112165,2,2.8768453608247424
243,DTPL61,1558,1973,4,4,0,0,0,-9,6.745495495495495,2.271,0,1.08,0.97,1.72,0.63,0.9840000000000001,2.133,75.511,2,0,5,846029,0,0,2.4408556701030926,0.0010809058245895304,DTPL6173,JP,0.42712461470717744,1.0836,2,1.0,0.428481411468179,0.0,2.8768453608247424,84.0,32.25694664744317,6.0,154.6081237113402,1.0,-0.8475079223562566,0.0,0.9218751101680558,-0.09871597293915782,84.0,-82.02018305687955,6.0,37.47235792113104,30.676481386112165,2,2.4408556701030926
244,FT850,1560,1973,4,2,0,0,0,-9,6.168918918918919,1.595,0,0.499,0.42,1.41,0.56,0.7979999999999999,2.462,12.508,17,1,3,11039,0,0,2.817340206185567,0.00017904636482056715,FT85071,EU,0.26332288401253917,0.7896000000000001,2,2.0,0.6409883522269089,0.0,5.305113402061855,83.0,32.20824143737908,6.0,151.8033711340206,2.0,-2.2980059170700207,0.0,1.6813022838827045,0.005886003444852527,83.0,-80.08599022883239,6.0,36.56948615914335,30.88839703181982,4,2.817340206185567
245,FT128,1561,1973,4,4,0,0,0,-9,5.177927927927928,1.795,0,0.68,0.49,1.54,0.63,0.9640000000000001,2.342,19.463,17,1,2,417688,0,0,2.680020618556701,0.00027860404529122943,FT12872,EU,0.27298050139275765,0.9702000000000001,2,2.0,0.6313307348466903,0.0,5.4424329896907215,83.0,32.20824143737908,6.0,151.8033711340206,2.0,-2.334025311193845,0.0,1.7312710464694407,-0.20008974424699177,83.0,-80.08599022883239,6.0,36.56948615914335,30.88839703181982,4,2.680020618556701
246,FT124,1563,1973,4,4,0,0,0,-9,5.718468468468468,2.038,0,0.878,0.75,1.62,0.64,0.953,2.294,26.476,17,1,5,213338,0,0,2.6250927835051545,0.0003789919695386421,FT12471,EU,0.36800785083415116,1.0368000000000002,2,2.0,0.5363033854052968,0.0,5.497360824742268,83.0,32.20824143737908,6.0,151.8033711340206,2.0,-2.632729213759238,0.0,1.7519792929377875,-0.266481834033886,83.0,-80.08599022883239,6.0,36.56948615914335,30.88839703181982,4,2.6250927835051545
247,HDCIVI,1564,1973,4,2,0,0,0,-9,4.8423423423423415,1.536,0,0.713,0.5,1.4,0.54,0.866,2.598,18.193,3,0,4,256962,0,0,2.972969072164948,0.0002604245694899727,HDCIVI73,JP,0.3255208333333333,0.756,2,0.0,0.0,0.0,0.0,85.0,32.78703184028519,6.0,156.95285567010308,0.0,0.0,0.0,0.0,0.0,85.0,-82.5960416345585,6.0,38.19702055253991,30.937768147204416,0,2.972969072164948
248,MZ808,1565,1973,4,4,0,0,0,-9,5.844594594594594,2.025,0,0.968,0.64,1.6,0.63,0.91,2.3899999999999997,6.069,4,0,5,465734,0,0,2.734948453608247,8.687499105340759e-05,MZ80872,JP,0.3160493827160494,1.008,2,0.0,0.0,0.0,0.0,85.0,32.79650329090247,6.0,157.19087628865978,0.0,0.0,0.0,0.0,0.0,85.0,-82.566513646657,6.0,38.2804691048449,30.650086074752636,0,2.734948453608247
249,MB220,1568,1973,6,4,1,0,0,-9,16.13963963963964,2.96,0,1.41,1.18,1.85,0.7,1.083,1.561,2.756,9,1,5,12146,0,0,1.7862989690721647,3.94508939435148e-05,MB22073,EU,0.39864864864864863,1.295,2,3.0,1.2834769497289147,2.0,5.655278350515463,82.0,31.430427075240967,4.0,152.4842474226804,3.0,-2.5644996630699315,2.0,1.4928529685790206,0.7226524898659136,82.0,-80.23419595691563,4.0,37.213582860676,29.676891059384396,6,1.7862989690721647
250,MB220D,1569,1973,6,4,1,0,0,-9,16.632882882882882,3.0,0,1.41,1.18,1.85,0.7,1.083,1.544,6.318,9,1,5,54321,0,0,1.766845360824742,9.043931347428392e-05,MB220D73,EU,0.3933333333333333,1.295,2,3.0,1.28879226504423,2.0,5.6747319587628855,82.0,31.430427075240967,4.0,152.4842474226804,3.0,-2.5510766427377907,2.0,1.5038031585097311,0.7226524898659136,82.0,-80.23419595691563,4.0,37.213582860676,29.676891059384396,6,1.766845360824742
251,MB280,1570,1973,6,4,1,1,1,-9,21.83108108108108,3.285,0,1.676,1.3,1.85,0.7,1.083,1.7670000000000001,7.251,9,1,5,63259,0,0,2.0220309278350515,0.00010379478664166392,MB28073,EU,0.395738203957382,1.295,2,3.0,1.2863873944201814,1.0,5.419546391752577,82.0,31.430427075240967,4.0,152.4842474226804,3.0,-2.5571721054592444,1.0,1.3688964167747562,0.7226524898659136,82.0,-80.23419595691563,4.0,37.213582860676,29.676891059384396,6,2.0220309278350515
252,MB450S,1571,1973,8,4,1,1,1,-9,31.378378378378375,3.843,0,2.758,1.9,1.73,0.71,1.128,1.6309999999999998,7.082,9,1,5,34578,0,0,1.8664020618556698,0.00010137562805078802,MB450S73,EU,0.4944054124381993,1.2283,2,3.0,1.187720185939364,1.0,5.575175257731958,82.0,31.430427075240967,4.0,152.4842474226804,3.0,-2.779775067518015,1.0,1.4489862864734389,0.7755320854545029,82.0,-80.23419595691563,4.0,37.213582860676,29.676891059384396,6,1.8664020618556698
253,OP53,1572,1973,4,4,0,0,0,-9,5.88063063063063,2.108,0,1.158,0.75,1.62,0.63,0.9570000000000001,2.215,58.14,26,1,4,400000,0,0,2.534690721649484,0.0008322478134528121,OP5373,EU,0.3557874762808349,1.0206000000000002,2,0.0,0.0,0.0,0.0,85.0,32.75676519733769,6.0,157.39113402061855,0.0,0.0,0.0,0.0,0.0,85.0,-82.68494874671305,6.0,38.35651006729122,30.637663554754077,0,2.534690721649484
254,PG504,1573,1973,4,4,0,0,0,-9,9.527027027027026,2.75,0,1.203,0.88,1.77,0.66,1.08,1.796,1.503,14,1,3,206467,0,0,2.055216494845361,2.1514765456133067e-05,PG50471,EU,0.32,1.1682000000000001,2,0.0,0.0,0.0,0.0,85.0,32.79255267361852,6.0,157.8706082474227,0.0,0.0,0.0,0.0,0.0,85.0,-82.57893616665558,6.0,38.56620050090831,30.50259014177774,0,2.055216494845361
255,PS914R,1574,1973,4,2,0,0,0,-9,10.47072072072072,2.139,0,1.023,0.76,1.6,0.65,0.965,2.213,11.512,12,1,5,28403,0,0,2.5324020618556697,0.00016478907513706179,PS914R73,EU,0.35530621785881256,1.04,2,1.0,0.531958762886598,0.0,2.1925360824742266,84.0,32.22528769287312,6.0,155.20088659793817,1.0,-0.6311893060158655,0.0,0.6502396795486688,0.07844142630656249,84.0,-82.05240586802604,6.0,37.70717373017074,30.540392104941965,2,2.5324020618556697
256,PS911T,1575,1973,6,2,0,0,0,-9,18.466216216216218,2.425,0,1.4280000000000002,1.29,1.69,0.64,0.894,1.916,5.838,12,1,5,15415,0,0,2.1925360824742266,8.356833049428134e-05,PS911T72,EU,0.531958762886598,1.0816,2,1.0,0.35530621785881256,0.0,2.5324020618556697,84.0,32.22528769287312,6.0,155.20088659793817,1.0,-1.0347752758020288,0.0,0.7943490610689127,0.03922071315328133,84.0,-82.05240586802604,6.0,37.70717373017074,30.540392104941965,2,2.1925360824742266
257,RNR12,1576,1973,4,4,0,0,0,-9,5.851351351351352,2.093,0,1.005,0.72,1.74,0.65,0.96,2.1100000000000003,3.416,24,1,3,322883,0,0,2.414536082474227,4.889849554101833e-05,RNR1272,EU,0.34400382226469184,1.131,2,0.0,0.0,0.0,0.0,85.0,32.768548851353835,6.0,157.51128865979382,0.0,0.0,0.0,0.0,0.0,85.0,-82.65126793940804,6.0,38.40507452330034,30.53495204726783,0,2.414536082474227
258,SA992,1577,1973,4,4,0,0,0,-9,8.65990990990991,2.48,0,1.2109999999999999,1.05,1.73,0.67,0.9740000000000001,1.7570000000000001,0.167,11,1,2,848,0,0,2.0105876288659794,2.390529495125897e-06,SA99273,EU,0.42338709677419356,1.1591,2,0.0,0.0,0.0,0.0,85.0,32.68916557684433,6.0,157.91523711340207,0.0,0.0,0.0,0.0,0.0,85.0,-82.85890205383649,6.0,38.58815466158336,30.51041040248925,0,2.0105876288659794
259,SBA22L,1578,1973,4,4,0,0,0,-9,5.966216216216216,1.88,0,0.8320000000000001,0.58,1.6,0.6,0.9670000000000001,2.525,17.448,5,0,5,88619,0,0,2.8894329896907216,0.0002497602313230937,SBA22L73,JP,0.30851063829787234,0.96,2,0.0,0.0,0.0,0.0,85.0,32.80404203532065,6.0,157.03639175257732,0.0,0.0,0.0,0.0,0.0,85.0,-82.54237149756041,6.0,38.225521408061,30.698876238922068,0,2.8894329896907216
260,TY1600,1580,1973,4,4,0,0,0,-9,5.4707207207207205,2.02,0,0.9690000000000001,0.88,1.58,0.6,0.919,2.29,0.049,1,0,5,30000,0,0,2.6205154639175254,7.01412845875263e-07,TY160073,JP,0.43564356435643564,0.948,2,3.0,1.2832767473663673,0.0,6.832793814432989,82.0,31.393632361895726,6.0,150.47251546391752,3.0,-2.5490686919489827,0.0,2.0576091142324486,0.0960095959558146,82.0,-80.33837087497197,6.0,36.26560153898973,30.615445425173114,6,2.6205154639175254
261,TYCORO,1582,1973,4,4,0,0,0,-9,6.033783783783783,2.315,0,1.2,0.97,1.71,0.55,0.9570000000000001,2.1,61.305,1,0,4,295237,0,0,2.4030927835051545,0.0008775533574772041,TYCORO72,JP,0.4190064794816415,0.9405,2,3.0,1.2999138322411614,0.0,7.05021649484536,82.0,31.393632361895726,6.0,150.47251546391752,3.0,-2.510130679849075,0.0,2.1442235870692192,0.10395244946975127,82.0,-80.33837087497197,6.0,36.26560153898973,30.615445425173114,6,2.4030927835051545
262,TYCELI,1583,1973,4,2,0,0,0,-9,7.114864864864865,2.324,0,1.2,0.97,1.64,0.63,0.955,2.073,59.6,1,0,5,177174,0,0,2.37219587628866,0.0008531470533503199,TYCELI71,JP,0.41738382099827886,1.0332,2,3.0,1.301536490724524,0.0,7.081113402061855,82.0,31.393632361895726,6.0,150.47251546391752,3.0,-2.506250528397607,0.0,2.1571640983449543,0.009948036989151032,82.0,-80.33837087497197,6.0,36.26560153898973,30.615445425173114,6,2.37219587628866
263,TYMXMK,1584,1973,6,4,0,0,0,-9,7.497747747747748,2.73,0,1.564,1.22,1.77,0.64,1.018,1.798,25.293,1,0,4,205960,0,0,2.057505154639175,0.0003620578594025108,TYMXMK73,JP,0.44688644688644685,1.1328,2,3.0,1.2720338648363558,0.0,7.39580412371134,82.0,31.393632361895726,6.0,150.47251546391752,3.0,-2.5745488244202774,0.0,2.2994859957491682,-0.08208362472861899,82.0,-80.33837087497197,6.0,36.26560153898973,30.615445425173114,6,2.057505154639175
264,VW411,1586,1973,4,4,1,0,0,-9,8.105855855855856,2.345,0,1.025,0.76,1.84,0.66,0.9840000000000001,1.8379999999999999,30.473,7,1,4,300000,0,0,2.1032783505154637,0.0004362072173950386,VW41171,EU,0.32409381663113,1.2144000000000001,2,2.0,0.8270082810980542,0.0,3.9410721649484537,83.0,31.96145057588934,6.0,153.88147422680413,2.0,-1.7664330731249047,0.0,1.083176433130862,0.3881499828119833,83.0,-80.82521512911904,6.0,37.45990801372396,30.075654133930602,4,2.1032783505154637
265,VV164E,1588,1973,6,4,0,0,0,-9,13.231981981981983,2.999,0,1.82,1.26,1.86,0.68,1.071,1.616,15.19,7,1,3,140040,0,0,1.849237113402062,0.00021743798222133154,VV164E73,EU,0.4201400466822274,1.2648000000000001,2,2.0,0.7309620510469569,0.0,4.195113402061855,83.0,31.96145057588934,6.0,153.88147422680413,2.0,-2.0259881419214225,0.0,1.2119004969654537,0.34748610355808657,83.0,-80.82521512911904,6.0,37.45990801372396,30.075654133930602,4,1.849237113402062
266,VV144,1589,1973,4,4,0,0,0,-9,9.774774774774775,2.679,0,1.21,1.09,1.88,0.62,1.03,1.828,12.152,7,1,4,111996,0,0,2.0918350515463917,0.00017395038577706524,VV14473,EU,0.40686823441582687,1.1656,2,2.0,0.7442338633133574,0.0,3.9525154639175257,83.0,31.96145057588934,6.0,153.88147422680413,2.0,-1.9938894264034888,0.0,1.088631984032399,0.4291641345723539,83.0,-80.82521512911904,6.0,37.45990801372396,30.075654133930602,4,2.0918350515463917
267,AMGREM,486,1974,6,2,0,0,0,-9,5.032454361054767,2.649,1,2.32,1.0,1.71,0.71,0.96,1.8039999999999998,104.871,15,0,3,104871,0,0,1.6717518796992479,0.0014613519501693072,AMGREM72,US,0.3775009437523594,1.2141,3,4.0,1.3830162281147595,1.0,6.107825187969924,67.0,24.736477448066438,8.0,101.1965902255639,4.0,-4.269268976286403,1.0,1.985660996833828,1.6863144998818054,67.0,-68.28696644075308,8.0,30.606439608432602,22.052985500983358,12,1.6717518796992479
268,AMHORN,488,1974,6,4,0,0,0,-9,5.728194726166329,2.833,1,2.32,1.0,1.87,0.71,1.08,1.826,118.519,15,0,3,118519,0,0,1.6921390977443607,0.0016515335200590832,AMHORN72,US,0.35298270384751146,1.3277,3,4.0,1.4075344680196071,1.0,6.087437969924812,67.0,24.736477448066438,8.0,101.1965902255639,4.0,-4.202114965727956,1.0,1.973539636301483,1.5968694395298786,67.0,-68.28696644075308,8.0,30.606439608432602,22.052985500983358,12,1.6921390977443607
269,AMJAVL,490,1974,6,2,0,0,0,-9,6.0831643002028395,2.869,1,2.32,1.0,1.96,0.76,1.1,1.7109999999999999,17.555,15,0,1,17555,0,0,1.5855695488721802,0.00024462466730766554,AMJAVL72,US,0.34855350296270476,1.4896,3,4.0,1.4119636689044142,1.0,6.194007518796992,67.0,24.736477448066438,8.0,101.1965902255639,4.0,-4.189487649577108,1.0,2.0385894235642033,1.4818099339089323,67.0,-68.28696644075308,8.0,30.606439608432602,22.052985500983358,12,1.5855695488721802
270,AMMATA,492,1974,6,4,0,0,0,-9,6.190669371196755,3.425,1,2.32,1.0,2.15,0.78,1.18,1.546,77.72,15,0,3,77720,0,0,1.4326654135338344,0.0010830093502222594,AMMATA72,US,0.29197080291970806,1.677,3,4.0,1.4685463689474108,1.0,6.3469116541353365,67.0,24.736477448066438,8.0,101.1965902255639,4.0,-4.012349714862148,1.0,2.1399964683090293,1.363311078608526,67.0,-68.28696644075308,8.0,30.606439608432602,22.052985500983358,12,1.4326654135338344
271,AMAMBS,494,1974,8,4,1,1,1,-9,9.247464503042597,3.851,1,3.04,1.5,2.2,0.74,1.22,1.508,16.428,15,0,3,16428,0,0,1.3974511278195485,0.00022892019564399482,AMAMBS71,US,0.3895092183848351,1.6280000000000001,3,4.0,1.3710079534822837,0.0,6.382125939849622,67.0,24.736477448066438,8.0,101.1965902255639,4.0,-4.300583439851729,0.0,2.164883148888495,1.3929652938692494,67.0,-68.28696644075308,8.0,30.606439608432602,22.052985500983358,12,1.3974511278195485
272,BKAPOL,495,1974,6,4,0,0,0,-9,6.206896551724138,3.256,1,2.5,1.0,2.0,0.73,1.11,1.672,49.135,19,0,1,49135,0,0,1.5494285714285712,0.000684684308069618,BKAPOL73,US,0.30712530712530717,1.46,3,20.0,7.9091205910226385,0.0,25.036430451127817,51.0,18.280748721785606,9.0,82.39030827067668,20.0,-18.974987677232285,0.0,5.580977579887569,9.637022909065605,51.0,-53.37493050195683,9.0,27.087108932356784,13.917843717647104,60,1.5494285714285712
273,BKCENT,497,1974,8,4,1,1,0,-9,7.780933062880324,3.89,1,3.5,1.5,2.14,0.79,1.16,1.295,155.887,19,0,3,155887,0,0,1.200065789473684,0.002172247537031618,BKCENT73,US,0.3856041131105398,1.6906,3,20.0,7.8306417850374075,0.0,25.3857932330827,51.0,18.280748721785606,9.0,82.39030827067668,20.0,-19.20254307585039,0.0,5.836487399398577,9.490375849273162,51.0,-53.37493050195683,9.0,27.087108932356784,13.917843717647104,60,1.200065789473684
274,BKLSAB,500,1974,8,4,1,1,0,-9,8.833671399594321,4.337,1,3.5,1.5,2.26,0.8,1.24,1.192,203.619,19,0,3,203619,0,0,1.1046165413533833,0.0028373813803770744,BKLSAB72,US,0.34586119437399127,1.8079999999999998,3,20.0,7.870384703773956,0.0,25.481242481203,51.0,18.280748721785606,9.0,82.39030827067668,20.0,-19.093769368627513,0.0,5.919365525906921,9.423238082815866,51.0,-53.37493050195683,9.0,27.087108932356784,13.917843717647104,60,1.1046165413533833
275,BKRIVE,503,1974,8,2,1,1,0,-9,11.517241379310343,4.572,1,4.55,2.1,2.27,0.8,1.22,1.019,18.083,19,0,3,18083,0,0,0.9442988721804509,0.0002519822192494739,BKRIVE74,US,0.4593175853018373,1.816,3,20.0,7.75692831284611,0.0,25.641560150375934,51.0,18.280748721785606,9.0,82.39030827067668,20.0,-19.37747372416939,0.0,6.076176340309491,9.41882306460675,51.0,-53.37493050195683,9.0,27.087108932356784,13.917843717647104,60,0.9442988721804509
276,CDDEVI,505,1974,8,4,1,1,0,-9,16.43002028397566,5.032,1,4.72,2.05,2.31,0.8,1.3,1.067,187.162,19,0,4,187162,0,0,0.9887800751879698,0.0026080570767665788,CDDEVI72,US,0.40739268680445145,1.848,3,20.0,7.808853211343495,0.0,25.597078947368416,51.0,18.280748721785606,9.0,82.39030827067668,20.0,-19.257509399124757,0.0,6.030147122230463,9.401355371566359,51.0,-53.37493050195683,9.0,27.087108932356784,13.917843717647104,60,0.9887800751879698
